playerid	position	teamid	number	firstname	lastname	nationality	prefFoot	accel	aggression	awareness	ballcontrol	crossing	dribbling	heading	longpassing	marking	sprint	shortpassing	reflexes	finishing	shotpower	stamina	strength	standingtackle	positioning	composure	handling	gkpositioning	reactions	longshots	freekick	diving	WFA	potential	ovr	skill
145047	RB	1808	2	Bruno	Saltor Grau	45	0	65	77	81	74	71	69	63	73	72	59	72	24	33	65	64	68	78	59	75	24	24	76	46	51	9	2	73	71	PHYSICAL
152723	LB	1808	23	Liam	Rosenior	14	0	69	71	58	68	62	69	60	53	70	69	63	25	50	64	76	61	73	60	64	25	25	65	42	35	14	2	71	67	PHYSICAL
157703	CB	1808	4	Uwe	Hünemeier	21	0	53	68	65	63	47	50	74	63	73	60	67	20	40	65	59	72	69	40	62	20	20	71	40	56	12	3	71	69	PHYSICAL
169345	LB	1808	29	Markus	Suttner	4	1	74	68	69	72	79	72	59	65	69	74	73	22	48	75	78	69	72	51	72	22	22	74	70	81	10	2	73	72	AGGRESSION
170597	GK	1808	26	Tim	Krul	34	1	50	39	54	25	22	22	22	69	22	35	36	77	22	23	42	60	22	16	67	77	75	74	22	15	77	1	78	76	GKGENERALIST
172937	ST	1808	17	Glenn	Murray	14	0	47	79	74	70	48	63	81	55	24	51	65	23	77	74	62	77	29	80	77	23	23	74	62	33	15	2	73	70	POSITIONING
173859	ST	1808	9	Sam	Baldock	14	0	79	47	57	73	48	69	59	37	33	81	49	23	70	69	82	60	26	76	67	23	23	68	68	62	8	3	74	69	POSITIONING
177766	LB	1808	3	Gaëtan	Bong	103	1	69	70	66	73	70	68	56	70	72	70	72	20	29	58	75	76	75	63	68	20	20	68	53	35	13	2	72	70	AGGRESSION
182184	CM	1808	6	Dale	Stephens	14	0	63	78	69	72	70	64	65	73	69	63	77	21	63	67	84	68	74	66	78	21	21	73	70	61	11	2	74	70	AWARENESS
189148	LM	1808	15	Jamie	Murphy	42	0	80	56	67	67	65	71	49	63	24	79	65	22	69	66	79	69	45	66	74	22	22	64	67	57	16	2	70	69	PASSING
190765	CAM	1808	13	Pascal	Groß	21	0	65	66	62	76	80	74	53	77	58	67	79	22	69	74	90	74	64	72	71	22	22	76	73	77	8	3	78	73	LONGPASSING
192622	CB	1808	22	Shane	Duffy	25	0	49	84	68	57	38	39	74	58	72	52	64	23	33	55	67	83	70	49	64	23	23	66	49	33	9	2	79	72	AGGRESSION
192838	RB	1808	21	Ezequiel	Schelotto	27	0	74	85	67	72	74	71	64	65	68	82	68	23	52	75	90	75	74	73	66	23	23	73	67	57	11	2	75	72	AGGRESSION
193158	CM	1808	24	Davy	Pröpper	34	0	65	76	73	82	58	72	65	71	55	68	78	23	65	82	89	69	68	66	74	23	23	77	82	71	16	2	80	73	SETPIECES
193550	CM	1808	7	Beram	Kayal	26	0	72	83	73	71	65	73	66	72	64	70	74	23	54	72	91	74	71	63	72	23	23	67	68	57	10	2	76	70	SETPIECES
199005	GK	1808	1	Mathew	Ryan	195	0	53	36	36	24	23	24	24	90	24	52	40	78	24	35	34	68	24	10	56	74	74	73	24	12	76	3	80	76	REFLEXES
199580	CB	1808	18	Connor	Goldson	14	0	67	64	53	56	36	57	70	63	69	68	66	24	44	42	69	79	71	30	62	24	24	61	39	28	10	1	77	69	PHYSICAL
199915	CB	1808	5	Lewis	Dunk	14	0	45	80	65	68	27	58	75	74	71	54	66	24	37	70	70	84	74	23	72	24	24	72	24	28	15	2	80	73	DEFENDING
203606	LM	1808	8	Jiří	Skalák	12	0	71	63	60	72	71	69	55	59	25	66	64	25	62	67	62	67	26	66	59	25	25	65	61	69	11	2	71	67	PASSING
203910	RM	1808	11	Anthony	Knockaert	18	1	78	78	57	77	74	82	59	63	25	73	73	25	73	73	73	59	34	73	73	25	25	72	72	76	14	2	79	74	SETPIECES
204276	ST	1808	10	Tomer	Hemed	26	0	53	74	51	73	45	63	76	44	25	59	60	25	73	76	68	76	37	75	65	25	25	74	67	54	12	3	72	69	POSITIONING
206594	LM	1808	20	Solly	March	14	1	84	49	50	71	67	79	35	62	35	83	67	25	66	74	70	61	37	63	68	25	25	59	71	64	9	1	80	70	SETPIECES
213490	CAM	1808	37	Isaiah	Brown	14	0	74	54	58	75	62	75	59	66	35	75	67	20	66	64	65	68	44	65	64	20	20	63	64	53	9	2	81	68	SETPIECES
214877	RM	1808	57	Henrik	Bjørdal	36	0	69	58	62	67	57	67	54	64	57	67	67	21	57	60	67	65	57	59	61	21	21	59	59	43	8	2	75	64	AWARENESS
219411	LW	1808	19	José	Izquierdo	56	0	93	27	69	78	70	83	60	63	22	93	69	22	71	80	84	63	21	75	73	22	22	71	77	34	13	2	80	78	AGILITY
226454	CB	1808	53	Ben	Hall	35	0	55	60	44	42	30	50	48	29	53	52	40	23	27	35	60	70	59	35	45	23	23	52	36	25	16	2	68	56	PHYSICAL
227620	CM	1808	47	Desmond	Hutchinson	25	0	56	53	35	57	57	42	33	58	42	57	59	23	41	49	48	44	56	38	42	23	23	44	51	47	7	2	70	51	PASSING
227949	RB	1808	64	Josh	Kerr	42	0	46	52	34	49	43	53	50	33	50	50	42	23	28	32	50	52	62	48	43	23	23	53	31	32	13	2	69	49	PHYSICAL
228642	CAM	1808	70	James	Tilley	14	1	71	36	44	60	56	66	49	45	23	67	55	23	57	60	56	38	23	52	54	23	23	43	60	66	13	1	76	57	PASSING
228779	CB	1808	48	Ben	Barclay	14	0	48	47	51	49	23	29	53	32	58	46	35	23	23	42	32	70	58	20	46	23	23	42	31	23	8	1	66	55	PHYSICAL
228781	CM	1808	58	Will	Collar	14	0	59	66	42	59	33	41	31	59	51	63	61	23	46	61	70	64	52	31	56	23	23	43	58	47	14	1	67	53	PASSING
228789	GK	1808	31	Robert	Lynch Sanchez	45	0	45	27	25	22	23	23	23	57	23	41	30	59	23	27	21	64	23	7	32	52	52	37	23	14	60	2	73	54	GKPOSITIONING
234848	LB	1808	67	George	Cox	14	1	65	50	41	47	54	52	43	37	45	58	49	20	42	46	52	42	51	38	48	20	20	45	47	54	12	1	64	50	REACTIONS
235025	GK	1808	62	Billy	Collings	14	0	20	28	20	20	20	20	20	50	20	24	22	52	20	20	20	49	20	7	20	50	52	46	20	9	53	1	68	51	GKGENERALIST
236344	CM	1808	49	Jayson	Molumby	25	0	57	69	54	58	49	59	48	57	51	61	61	21	51	59	62	59	57	47	54	21	21	51	51	42	8	2	75	56	AWARENESS
236529	CAM	1808	50	Steven	Alzate	14	0	60	27	39	46	39	56	32	49	27	68	54	21	52	40	50	49	34	57	47	21	21	44	43	22	9	2	67	51	SETPIECES
237185	LB	1808	52	Jordan	Davies	50	1	67	61	40	42	51	58	45	42	54	59	50	21	31	32	57	56	58	45	45	21	21	51	22	25	12	1	66	53	REACTIONS
237286	ST	1808	66	Aaron	Connolly	25	0	68	47	32	47	33	51	51	29	21	71	45	21	59	55	55	59	21	51	49	21	21	49	49	31	12	2	72	55	POSITIONING
240282	RB	1808	38	Aleš	Matějů	12	0	75	67	69	66	63	64	53	52	67	72	64	21	28	56	66	57	66	54	67	21	21	61	52	54	5	2	75	66	CROSSING
240646	LW	1808	39	Soufyan	Ahannach	34	1	80	41	50	73	64	75	51	55	34	71	64	21	67	60	66	60	42	59	57	21	21	49	66	49	14	2	75	67	AGILITY
240977	RW	1808	65	David	Ajiboye	133	0	65	42	45	52	49	53	42	43	24	68	51	22	50	49	48	45	35	49	50	22	22	41	47	23	8	2	69	53	ACCELERATION
240978	CM	1808	55	Daniel	Mandroiu	25	0	60	60	49	50	45	51	47	51	43	62	53	22	38	48	52	47	50	54	48	22	22	54	48	43	5	2	67	51	SHORTPASSING
240979	CB	1808	45	Owen	Moore	14	0	61	55	36	36	34	31	51	31	53	57	36	22	25	46	58	52	51	32	50	22	22	54	27	32	12	1	62	52	STRENGTH
240981	CM	1808	51	Max	Sanders	14	0	60	46	51	49	40	50	49	53	47	61	55	22	41	43	52	51	50	37	45	22	22	41	39	39	11	2	65	50	SHORTPASSING
214877	RM	1808	57	Henrik	Bjørdal	36	0	79	68	72	77	67	77	64	74	67	77	77	31	67	70	77	75	67	69	71	31	31	69	69	53	18	2	75	74	SETPIECES
213490	CF	1808	37	Isaiah	Brown	14	0	77	57	61	78	65	78	62	69	38	78	70	23	69	67	68	71	47	68	67	23	23	66	67	56	12	2	81	71	SETPIECES
19874	CDM	1939	4	Dean	Whitehead	14	0	41	79	70	62	63	57	64	62	62	34	63	20	54	67	48	72	66	62	63	20	20	73	61	64	9	2	66	64	PHYSICAL
101880	GK	1939	28	Rob	Green	14	0	50	26	56	20	20	20	20	61	20	34	26	76	20	22	26	59	20	13	49	70	73	71	20	13	74	2	73	73	GKPOSITIONING
156164	RB	1939	14	Martin	Cranie	14	0	67	66	69	66	65	59	68	53	65	69	67	20	38	65	76	71	68	51	64	20	20	60	33	39	7	2	68	66	PHYSICAL
172553	GK	1939	1	Jonas	Lössl	13	0	29	23	29	23	23	23	23	67	23	34	30	77	23	22	25	67	23	10	30	77	71	72	23	13	74	1	76	74	GKGENERALIST
183491	CB	1939	25	Mathias	Jørgensen	13	0	66	84	73	66	47	48	76	68	70	71	74	21	34	61	78	84	76	46	71	21	21	66	30	26	16	2	78	75	AGGRESSION
183546	CDM	1939	6	Jonathan	Hogg	14	0	73	77	74	68	58	67	64	69	68	68	74	21	54	61	91	75	73	58	70	21	21	73	54	41	6	2	74	71	PASSING
188540	LM	1939	17	Rajiv	van La Parra	34	0	83	54	51	76	58	79	38	52	27	85	64	22	51	67	67	65	48	62	66	22	22	58	54	57	16	2	70	68	PASSING
193185	LB	1939	3	Scott	Malone	14	1	75	65	54	68	68	69	55	64	66	77	67	23	57	69	79	73	69	64	63	23	23	71	65	63	12	1	73	68	PHYSICAL
194958	CM	1939	10	Aaron	Mooy	195	0	67	75	79	77	73	74	50	79	61	70	79	23	69	71	78	76	72	73	78	23	23	69	72	71	11	3	78	74	SETPIECES
198194	CM	1939	19	Danny	Williams	95	0	73	86	69	68	66	76	69	68	66	75	72	24	66	80	91	75	71	67	68	24	24	73	68	48	12	2	75	70	SETPIECES
199741	ST	1939	23	Collin	Quaner	21	1	71	62	63	62	59	66	66	46	24	78	62	24	67	70	74	79	27	63	59	24	24	64	59	38	9	3	70	67	POSITIONING
200521	RW	1939	22	Tom	Ince	14	1	81	38	66	76	71	77	40	59	22	77	67	24	71	70	68	52	24	73	67	24	24	68	71	73	9	2	77	73	ACCELERATION
200607	CB	1939	26	Christopher	Schindler	21	0	63	68	68	65	49	39	70	63	74	67	67	24	25	52	73	78	74	27	66	24	24	70	24	33	6	1	76	72	DEFENDING
201514	RM	1939	9	Elias	Kachunga	110	0	85	67	64	71	66	72	73	54	24	83	66	24	73	72	81	73	53	71	69	24	24	71	66	46	12	1	75	71	SETPIECES
203544	LB	1939	15	Chris	Löwe	21	1	80	68	74	70	70	68	56	67	73	79	68	25	53	72	85	61	70	62	68	25	25	71	64	65	14	1	73	72	BALANCED
203783	RB	1939	2	Tommy	Smith	14	0	76	71	67	67	74	65	65	62	71	73	68	25	38	29	79	71	73	67	63	25	25	72	22	41	15	2	76	71	BALANCED
210236	CB	1939	44	Michael	Hefele	21	0	48	77	62	52	38	48	71	65	69	55	65	20	42	54	64	87	69	54	61	20	20	64	34	39	14	2	72	70	DEFENDING
212933	ST	1939	20	Laurent	Depoitre	7	0	50	77	76	72	42	64	82	59	20	64	70	20	74	77	82	90	46	77	73	20	20	72	63	29	7	2	74	72	ACCELERATION
219795	GK	1939	13	Joel	Coleman	14	0	40	22	21	22	22	22	22	55	22	49	29	61	22	22	40	60	22	11	23	60	57	55	22	11	61	2	72	59	GKPOSITIONING
220620	RB	1939	33	Florent	Hadergjonaj	47	0	75	64	61	72	75	67	62	68	68	77	68	22	47	59	74	65	71	57	52	22	22	68	41	42	15	2	79	70	CROSSING
220714	CDM	1939	8	Philip	Billing	13	1	58	61	62	68	44	64	66	69	60	65	70	22	58	74	62	74	67	60	64	22	22	64	72	43	11	2	81	66	PASSING
221587	RM	1939	18	Joe	Lolley	14	1	79	54	58	68	61	69	47	56	30	72	61	22	60	57	60	59	35	59	56	22	22	57	61	51	15	1	68	65	SETPIECES
224883	ST	1939	24	Steve	Mounié	99	0	75	78	42	72	60	64	84	59	43	74	66	23	77	78	72	87	35	76	67	23	23	70	65	41	14	2	83	74	SHOTPOWER
225441	CAM	1939	45	Kasey	Palmer	14	0	78	52	67	75	66	74	58	65	50	75	66	23	65	67	65	62	49	66	69	23	23	59	69	63	7	3	81	69	LONGPASSING
226129	CB	1939	27	Jon	Gorenc Stanković	44	0	52	61	62	55	28	52	62	56	59	53	62	23	39	53	60	69	64	46	52	23	23	59	30	29	9	2	76	62	STRENGTH
227545	GK	1939	57	Tadhg	Ryan	25	0	42	21	25	25	23	23	23	45	23	49	32	59	23	23	37	56	23	14	31	49	51	50	23	16	55	1	69	53	GKPOSITIONING
229206	CB	1939	54	Danny	Kane	25	0	50	44	33	29	28	30	54	23	46	50	32	23	23	33	62	60	57	24	43	23	23	49	23	22	7	2	70	51	PHYSICAL
229208	CDM	1939	38	Regan	Booty	14	1	62	40	61	56	46	58	39	57	45	56	62	23	42	50	45	58	51	46	54	23	23	50	42	61	15	1	63	52	PHYSICAL
230678	CAM	1939	55	Jack	Boyle	14	0	60	35	41	57	45	59	33	47	27	55	50	20	50	58	44	62	29	42	43	20	20	41	35	38	6	2	67	50	PASSING
234039	CB	1939	53	Rarmani	Edmonds-Green	14	0	56	53	33	43	28	30	49	30	47	61	38	20	20	40	56	61	54	24	40	20	20	51	20	28	14	2	72	52	PHYSICAL
236530	RM	1939	48	Lewis	O'Brien	14	1	70	51	42	56	48	60	40	46	36	64	57	21	38	52	52	33	35	48	50	21	21	44	41	43	13	2	69	54	AWARENESS
237176	GK	1939	31	Ryan	Schofield	14	0	28	23	18	21	21	21	21	46	21	33	28	52	21	21	24	44	21	5	31	51	50	48	21	11	57	2	76	52	GKGENERALIST
237189	GK	1939	56	George	Dorrington	14	1	25	21	25	21	21	21	21	47	21	21	21	56	21	23	21	58	21	6	26	51	49	45	21	14	51	1	67	51	GKGENERALIST
237387	CAM	1939	52	Deshane	Dalling	14	0	58	39	55	64	46	57	37	53	33	62	49	21	40	53	34	47	30	41	57	21	21	47	42	41	10	2	73	53	SETPIECES
237499	CAM	1939	11	Abdelhamid	Sabiri	129	0	74	44	40	71	54	76	68	48	36	78	45	21	58	55	72	67	37	56	64	21	21	62	55	64	8	3	75	59	SETPIECES
237865	LM	1939	47	Luca	Colville	14	1	59	30	41	61	56	55	39	48	29	60	52	21	63	53	36	51	27	51	55	21	21	43	40	42	14	2	69	55	AWARENESS
237866	ST	1939	49	Cedwyn	Scott	14	0	58	38	33	42	33	44	52	31	21	54	39	21	61	58	52	59	21	60	54	21	21	55	50	30	13	1	74	53	POSITIONING
237868	CAM	1939	50	Denilson	Carvalho	54	1	59	42	45	60	45	60	35	46	33	59	52	21	38	40	49	53	32	44	49	21	21	51	37	44	7	2	71	51	SETPIECES
239847	CB	1939	42	Dylan	Cogill	14	1	53	51	37	43	35	35	56	30	56	58	34	21	30	50	57	66	57	26	48	21	21	48	27	34	12	2	69	55	STRENGTH
240724	RW	1939	58	Dom	Tear	14	0	59	34	47	55	53	57	40	47	21	57	50	21	52	52	40	48	37	55	49	21	21	44	45	44	15	1	70	53	LONGSHOTS
240726	GK	1939	59	Luke	Mewitt	14	0	21	21	16	21	21	21	21	48	21	25	27	52	21	22	21	49	21	4	38	58	47	40	21	14	51	2	71	51	GKGENERALIST
225441	CAM	1939	45	Kasey	Palmer	14	0	83	57	72	80	71	79	63	70	55	80	71	28	70	72	70	67	54	71	74	28	28	64	74	68	12	3	81	74	PASSING
225441	CAM	1939	45	Kasey	Palmer	14	0	81	55	70	78	69	77	61	68	53	78	69	26	68	70	68	65	52	69	72	26	26	62	72	66	10	3	81	72	LONGPASSING
50542	ST	1943	18	Jermain	Defoe	14	0	77	63	74	77	54	78	66	43	24	72	68	20	87	88	72	61	20	87	84	20	20	81	80	68	7	3	83	79	POSITIONING
105846	GK	1943	1	Artur	Boruc	37	0	37	38	45	20	20	20	20	62	20	39	25	82	20	21	31	69	20	17	65	73	77	72	20	19	77	2	77	76	GKPOSITIONING
135883	CB	1943	2	Simon	Francis	14	0	62	75	69	73	75	66	69	67	77	67	73	22	25	64	72	81	79	55	71	22	22	73	62	61	12	3	76	76	PHYSICAL
164853	GK	1943	32	Adam	Federici	195	0	45	44	47	27	21	21	21	78	21	48	28	73	21	21	41	72	21	16	61	69	70	72	21	21	73	1	73	72	GKPOSITIONING
166838	LM	1943	7	Marc	Pugh	14	0	74	60	69	75	71	77	66	59	30	69	69	22	68	67	78	66	44	72	71	22	22	69	66	69	14	3	73	71	PASSING
169638	LB	1943	11	Charlie	Daniels	14	1	77	51	69	74	74	74	64	69	72	75	73	22	50	68	79	72	76	71	69	22	22	70	47	68	14	2	75	73	AGGRESSION
172723	GK	1943	27	Asmir	Begović	8	0	52	42	53	24	23	23	23	73	23	58	26	82	23	28	36	80	23	11	62	81	79	78	23	15	81	1	82	80	HANDLING
172768	CM	1943	6	Andrew	Surman	14	1	62	68	69	74	68	72	59	76	62	60	82	23	63	67	77	69	68	65	73	23	23	69	65	68	16	3	75	71	PASSING
172966	LB	1943	29	Rhoys	Wiggins	50	1	61	52	54	63	63	59	53	48	72	58	60	23	39	47	75	72	73	52	72	23	23	59	40	66	16	2	67	64	PHYSICAL
184469	CM	1943	8	Harry	Arter	25	0	67	84	77	76	62	72	49	77	64	67	82	21	70	76	77	75	74	68	73	21	21	73	75	70	7	4	78	74	AWARENESS
184749	CM	1943	4	Dan	Gosling	14	0	64	76	76	71	68	66	61	71	66	60	73	21	65	71	76	66	68	77	77	21	21	69	73	57	6	2	73	70	AWARENESS
185422	ST	1943	17	Joshua	King	36	0	87	50	49	74	63	77	63	48	22	92	68	21	82	78	73	77	26	77	72	21	21	72	69	42	12	2	81	77	POSITIONING
189446	RM	1943	19	Junior	Stanislas	14	0	77	31	64	74	71	73	43	65	22	83	73	22	70	70	76	57	27	66	65	22	22	67	66	75	13	2	73	72	AWARENESS
190885	RB	1943	15	Adam	Smith	14	0	77	67	68	72	72	74	56	61	72	75	72	22	43	72	76	68	75	63	72	22	22	73	68	66	8	2	76	72	AGGRESSION
193011	CB	1943	3	Steve	Cook	14	0	60	77	57	68	40	54	74	62	78	53	72	23	24	47	68	82	78	15	70	23	23	75	23	22	14	2	81	76	AGGRESSION
196978	ST	1943	13	Callum	Wilson	14	0	92	73	73	75	52	73	62	60	23	89	70	23	79	69	75	78	39	77	78	23	23	70	64	45	10	2	79	76	HEADING
202052	ST	1943	9	Benik	Afobe	110	0	82	60	62	73	49	71	66	52	21	79	67	24	77	68	71	76	22	78	70	24	24	68	67	57	7	2	79	73	HEADING
205540	RM	1943	33	Jordon	Ibe	14	0	85	50	52	76	66	78	35	57	42	85	67	25	65	79	69	71	49	68	65	25	25	64	68	31	13	3	80	71	SETPIECES
207807	RM	1943	24	Ryan	Fraser	42	0	89	65	62	71	72	76	25	54	53	88	69	25	67	60	72	41	43	69	68	25	25	64	69	67	15	3	80	72	SETPIECES
208920	CB	1943	5	Nathan	Aké	34	1	75	67	67	69	64	63	69	72	75	76	75	20	41	63	75	76	77	44	68	20	20	73	56	59	10	2	85	74	DEFENDING
210389	LB	1943	14	Brad	Smith	195	1	81	70	45	56	77	55	35	60	53	85	62	20	42	40	78	63	60	59	58	20	20	62	49	27	14	2	74	63	REACTIONS
212419	LB	1943	26	Tyrone	Mings	14	1	73	73	61	65	70	69	63	59	68	75	65	20	35	41	77	80	71	57	59	20	20	67	30	37	7	2	78	69	REACTIONS
215818	CM	1943	22	Emerson	Hyndman	95	0	74	46	71	73	65	74	52	70	49	64	74	21	62	60	62	31	57	64	70	21	21	55	51	56	15	3	80	67	SETPIECES
220045	RM	1943	23	Connor	Mahoney	14	1	75	37	54	67	69	78	35	53	35	77	58	22	59	59	68	43	40	54	55	22	22	54	65	55	10	3	77	65	AWARENESS
221618	ST	1943	31	Lys	Mousset	18	0	78	33	34	56	29	74	67	33	22	81	45	22	71	76	53	74	22	66	60	22	22	60	76	31	12	1	76	68	HEADING
224294	CAM	1943	16	Lewis	Cook	14	0	77	79	64	76	57	75	47	69	61	70	75	22	56	60	77	63	66	55	70	22	22	69	58	57	6	3	84	69	LONGPASSING
226902	GK	1943	41	Patrick	O'Flaherty	14	0	46	26	29	21	23	23	23	50	23	40	23	63	23	23	26	54	23	8	24	47	44	48	23	13	60	1	68	53	GKPOSITIONING
230876	CM	1943	36	Matt	Butcher	14	1	55	55	50	66	48	61	44	63	50	55	64	20	49	54	66	70	57	53	50	20	20	52	47	30	15	1	76	58	AWARENESS
230882	CB	1943	42	Jack	Simpson	14	1	52	48	33	39	37	37	63	36	59	55	34	20	30	43	61	66	67	27	52	20	20	49	26	36	8	1	75	59	PHYSICAL
231172	GK	1943	45	Jordan	Holmes	195	0	30	40	33	40	20	20	20	56	20	26	52	54	20	20	41	64	22	4	40	54	55	50	20	11	53	1	71	54	GKPOSITIONING
233934	GK	1943	12	Aaron	Ramsdale	14	0	33	35	24	26	20	28	25	53	20	36	21	68	20	35	35	51	20	5	39	59	58	50	20	29	62	2	80	60	GKGENERALIST
234251	LM	1943	46	Keelan	O'Connell	14	0	66	42	67	55	53	60	48	52	41	67	55	20	50	55	58	48	34	49	62	20	20	63	46	49	11	2	70	58	AWARENESS
234252	CB	1943	37	Corey	Jordan	14	0	55	64	52	50	33	34	54	29	59	62	34	20	22	41	59	67	60	35	52	20	20	51	22	34	12	1	76	59	PHYSICAL
239673	CB	1943	44	Tyler	Cordner	14	0	56	50	34	41	33	32	60	31	55	55	40	21	26	43	56	64	62	32	51	21	21	51	25	37	10	2	68	57	STRENGTH
233934	GK	1943	12	Aaron	Ramsdale	14	0	47	49	38	40	34	42	39	67	34	50	35	82	34	49	49	65	34	19	53	73	72	64	34	43	76	2	80	74	GKGENERALIST
224294	CM	1943	16	Lewis	Cook	14	0	80	82	67	79	60	78	50	72	64	73	78	25	59	63	80	66	69	58	73	25	25	72	61	60	9	3	84	72	LONGPASSING
54051	RM	1960	15	Wayne	Routledge	14	0	71	36	64	77	74	83	34	72	30	72	73	21	69	68	68	67	37	72	69	21	21	73	55	28	15	1	75	74	PASSING
140415	CDM	1960	7	Leon	Britton	14	0	47	77	82	81	65	76	41	79	70	46	85	23	55	51	68	55	75	55	84	23	23	78	48	58	10	2	77	71	PHYSICAL
153938	RB	1960	22	Àngel	Rangel Zaragoza	45	0	53	68	73	75	80	73	76	71	78	47	70	25	56	66	67	76	80	65	76	25	25	75	59	57	13	2	77	71	PHYSICAL
164835	GK	1960	1	Łukasz	Fabiański	37	0	50	43	49	22	21	21	21	70	21	47	21	84	21	21	25	65	21	15	63	84	78	71	21	12	77	1	80	80	HANDLING
173436	RM	1960	12	Nathan	Dyer	14	0	85	69	65	77	64	80	32	65	33	82	74	23	73	75	72	55	45	72	67	23	23	67	74	42	12	2	75	74	PASSING
180283	CM	1960	4	Sung Yueng	Ki	167	0	61	66	73	81	74	75	71	81	55	68	86	20	72	83	71	72	70	73	81	20	20	67	72	77	14	3	78	75	AWARENESS
183567	GK	1960	25	Erwin	Mulder	34	0	35	31	35	30	21	21	21	80	21	40	33	74	21	39	36	69	21	11	32	70	68	71	21	12	72	2	73	71	GKGENERALIST
184472	LB	1960	16	Martin	Olsson	46	1	79	74	65	70	69	72	64	66	74	84	69	21	55	75	86	72	76	69	72	21	21	73	64	53	11	1	75	73	AGGRESSION
186158	CB	1960	27	Kyle	Bartley	14	0	58	81	65	64	39	44	78	53	72	53	65	21	24	36	71	87	73	25	66	21	21	62	21	34	6	2	75	74	AGGRESSION
186351	CM	1960	8	Leroy	Fer	34	0	70	80	74	75	68	78	80	76	66	72	79	21	71	85	90	75	70	75	72	21	21	73	78	44	9	3	78	75	AWARENESS
186598	RB	1960	26	Kyle	Naughton	14	0	74	68	76	68	71	64	70	66	71	74	73	21	45	68	74	68	78	54	67	21	21	70	52	28	12	2	75	73	AGGRESSION
189963	ST	1960	2	Wilfried	Bony	108	0	63	68	70	75	45	72	82	45	25	68	68	22	80	83	73	90	42	83	77	22	22	72	76	58	10	3	79	77	POSITIONING
192129	GK	1960	13	Kristoffer	Nordfeldt	46	0	55	24	13	24	22	22	22	66	22	52	41	78	22	22	33	74	22	15	22	66	74	70	22	11	73	1	75	72	GKGENERALIST
192362	RW	1960	11	Luciano	Narsingh	34	0	91	28	71	76	76	76	40	42	22	91	71	22	70	65	71	65	28	73	71	22	22	74	54	59	10	2	78	75	LONGSHOTS
193884	CM	1960	17	Sam	Clucas	14	1	68	56	69	72	70	74	60	70	61	74	76	23	66	67	89	67	64	64	69	23	23	64	68	67	6	3	73	70	SETPIECES
197756	ST	1960	18	Jordan	Ayew	117	0	75	75	68	78	70	80	76	60	23	77	74	23	73	76	74	74	22	72	70	23	23	76	74	71	6	2	77	75	HEADING
201988	CB	1960	33	Federico	Fernández	52	0	48	78	72	66	23	39	80	56	82	48	70	24	26	27	68	79	79	36	71	24	24	72	29	42	12	1	79	76	DEFENDING
202491	CM	1960	14	Tom	Carroll	14	1	67	47	70	75	60	65	46	76	53	65	83	24	57	59	72	42	54	67	68	24	24	69	58	65	11	1	78	70	SETPIECES
204277	CDM	1960	51	Roque	Mesa Quevedo	45	0	76	92	75	82	67	72	32	80	72	78	89	25	67	63	92	69	79	67	79	25	25	79	54	48	15	2	82	76	AWARENESS
207725	CB	1960	5	Mike	van der Hoorn	34	0	34	64	68	54	36	45	80	62	75	42	57	25	42	73	57	85	78	40	62	25	25	62	31	31	7	2	77	72	DEFENDING
208534	CB	1960	6	Alfie	Mawson	14	0	53	69	53	63	23	47	77	52	74	53	62	25	52	53	61	85	72	25	67	25	25	64	21	24	14	2	84	72	DEFENDING
212366	CM	1960	30	Josh	Sheehan	50	0	70	61	61	62	40	63	58	67	45	68	68	20	51	57	73	63	53	55	54	20	20	49	58	61	15	2	73	61	SETPIECES
212388	CM	1960	53	Adam	King	42	0	65	64	55	59	43	58	48	61	39	67	66	20	54	66	65	63	50	56	49	20	20	57	47	41	7	2	71	58	PASSING
213023	CM	1960	38	Adnan	Maric	46	0	64	55	56	58	44	55	48	63	35	63	64	20	46	57	65	69	48	49	58	20	20	54	43	41	15	1	72	56	PASSING
213694	LM	1960	46	Kenji	Gorré	85	0	71	43	44	67	59	68	40	50	30	65	63	20	60	72	55	67	36	62	54	20	20	66	66	36	7	1	72	62	AWARENESS
216470	GK	1960	39	Gregor	Zabret	44	0	48	31	24	21	21	21	21	55	21	42	23	66	21	22	33	59	21	11	38	57	58	53	21	11	68	2	74	61	GKGENERALIST
220031	ST	1960	62	Oliver	McBurnie	42	0	66	27	56	60	36	50	62	37	22	68	52	22	67	70	71	69	22	61	53	22	22	61	57	31	13	1	77	62	HEADING
220893	ST	1960	58	Courtney	Baker-Richardson	14	0	61	34	38	48	22	35	58	21	22	69	40	22	59	60	56	59	22	55	54	22	22	53	41	23	12	2	67	54	POSITIONING
221890	CDM	1960	56	Jay	Fulton	42	0	67	75	59	72	54	63	76	67	70	64	73	22	52	67	69	76	71	57	67	22	22	57	50	33	11	2	81	70	HOLDING
224855	CM	1960	48	George	Byers	42	0	52	40	56	53	23	54	41	64	34	65	68	23	43	58	47	64	39	45	60	23	23	54	42	56	15	3	68	54	PASSING
228637	CB	1960	50	Cian	Harries	50	1	53	50	55	61	52	53	60	58	56	59	59	23	23	38	62	63	62	23	64	23	23	61	29	40	7	2	77	59	PHYSICAL
229266	CB	1960	61	Joe	Rodon	50	0	62	47	52	40	34	38	52	38	60	49	45	23	23	43	42	70	64	23	50	23	23	45	24	32	10	2	75	58	PHYSICAL
